pubdate,collection_bvid,collection_title,p,episode_title,minutes,episode_url
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,11,22卡一层3契约战78,38.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=11
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,12,25卡3契约战79,27.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=12
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,13,26卡佩尔之眼数值战80,25.4,https://www.bilibili.com/video/BV1SAVe6LEuS?p=13
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,14,5.30 21卡华彩拆卸开冲刺战81,39.5,https://www.bilibili.com/video/BV1SAVe6LEuS?p=14
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,15,21卡凶恶过牌开转战82,46.3,https://www.bilibili.com/video/BV1SAVe6LEuS?p=15
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,16,29卡杂耍攻哈战83,30.1,https://www.bilibili.com/video/BV1SAVe6LEuS?p=16
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,17,28卡机关盒爽杀战84,24.2,https://www.bilibili.com/video/BV1SAVe6LEuS?p=17
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,18,19卡工具箱过渡战85,27.3,https://www.bilibili.com/video/BV1SAVe6LEuS?p=18
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,19,26卡杂耍攻哈战86,30.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=19
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,20,28卡大炮焚烧开战87,36.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=20
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,21,28卡删2开毒蛋战88,26.7,https://www.bilibili.com/video/BV1SAVe6LEuS?p=21
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,22,25卡变二踩踏肚皮战89,41.8,https://www.bilibili.com/video/BV1SAVe6LEuS?p=22
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,23,15卡至亮之焰冲刺战90,19.1,https://www.bilibili.com/video/BV1SAVe6LEuS?p=23
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,24,26卡震荡波顶级易伤战91,23.6,https://www.bilibili.com/video/BV1SAVe6LEuS?p=24
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,25,29卡壁垒融入暗影战92,41.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=25
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,26,6.1 36卡不烧牌运转战93,40.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=26
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,27,27卡狱火单卡过渡战94,38.3,https://www.bilibili.com/video/BV1SAVe6LEuS?p=27
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,28,16卡没剑柄数值战95,42.1,https://www.bilibili.com/video/BV1SAVe6LEuS?p=28
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,29,32卡大扭蛋开杂耍攻哈战96,39.1,https://www.bilibili.com/video/BV1SAVe6LEuS?p=29
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,30,20卡一层自助餐爽吃战97,26.0,https://www.bilibili.com/video/BV1SAVe6LEuS?p=30
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,31,26卡原始力量开战98,31.6,https://www.bilibili.com/video/BV1SAVe6LEuS?p=31
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,32,29卡孤注一掷杂耍肚皮战99,35.9,https://www.bilibili.com/video/BV1SAVe6LEuS?p=32
2026-05-30,BV1SAVe6LEuS,杀戮尖塔2—EA测试版战士泥头车百连合集（暂时完结）,33,29卡祭品开金字塔杂耍战100,25.6,https://www.bilibili.com/video/BV1SAVe6LEuS?p=33
2026-05-26,BV1MtVA6ZEz6,5.3茶话会【双语字幕ver】,1,5.3茶话会【双语字幕ver】,141.2,https://www.bilibili.com/video/BV1MtVA6ZEz6?p=1
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,1,5.22 攻哈战不受影响,43.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=1
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,2,两层没能力蠕动猎,66.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=2
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,3,两层没能力蠕动猎 下,38.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=3
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,4,彩虹戒指龟壳猎,41.4,https://www.bilibili.com/video/BV1GHGh6kERZ?p=4
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,5,爽杀储君不受影响,34.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=5
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,6,重放猎杀爽华猎,28.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=6
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,7,榨取大奖根除爆杀流巫妖,36.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=7
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,8,勒紧木札3费到底龟壳机,39.0,https://www.bilibili.com/video/BV1GHGh6kERZ?p=8
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,9,夜魇冷光龟壳猎,46.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=9
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,10,重放蛇咬全技能打棱柱猎20060623算命,29.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=10
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,11,5.23 压缩转转机20181118算命,41.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=11
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,12,自选卡组cos克隆亮剑巫妖,42.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=12
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,13,nosl魔典路线吓人巫妖,56.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=13
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,14,44卡毒蛋狩猎猎20070524算命,42.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=14
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,15,nosl被女王逮捕机,35.3,https://www.bilibili.com/video/BV1GHGh6kERZ?p=15
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,16,5.25迫降开爽储君20030525算命,36.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=16
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,17,5.26 nosl烧完放血战,46.0,https://www.bilibili.com/video/BV1GHGh6kERZ?p=17
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,18,nosl无创世之柱印牌储君,47.9,https://www.bilibili.com/video/BV1GHGh6kERZ?p=18
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,19,5.27 少过牌痛殴战20040124算命,42.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=19
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,20,变二双女妖之嚎爽种,37.0,https://www.bilibili.com/video/BV1GHGh6kERZ?p=20
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,21,nosl钙化猛晃打沙漏巫妖,53.4,https://www.bilibili.com/video/BV1GHGh6kERZ?p=21
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,22,一层裸幻景打沙漏巫妖,46.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=22
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,23,致死性死亡行军数值巫妖,30.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=23
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,24,5.28 打击输出一层战,30.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=24
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,25,15卡纯添柴战,24.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=25
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,26,开局迫降散射炮逆天战,20.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=26
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,27,死亡行军硬爆沙漏巫妖20040907算命,44.0,https://www.bilibili.com/video/BV1GHGh6kERZ?p=27
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,28,杂耍痛殴攻哈战20041015,35.2,https://www.bilibili.com/video/BV1GHGh6kERZ?p=28
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,29,克隆肾宝爽猎,31.0,https://www.bilibili.com/video/BV1GHGh6kERZ?p=29
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,30,103版本至亮之焰欺负门小弟战,25.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=30
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,31,和病姐联机储君,71.3,https://www.bilibili.com/video/BV1GHGh6kERZ?p=31
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,32,和病姐联机战,75.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=32
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,33,和病姐联机猎,79.3,https://www.bilibili.com/video/BV1GHGh6kERZ?p=33
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,34,5.29 拼尽全力打沙漏巫妖20040501算命,76.9,https://www.bilibili.com/video/BV1GHGh6kERZ?p=34
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,35,不能跳过毒牌被塞满猎,36.4,https://www.bilibili.com/video/BV1GHGh6kERZ?p=35
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,36,5.31 歌辉,89.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=36
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,37,5.31 删防劫掠狂徒战,28.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=37
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,38,冒充毒种棱彩宝石群蛇杀一切猎,32.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=38
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,39,开局阳伞爽猎,19.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=39
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,40,印牌爽储君学号算命,41.6,https://www.bilibili.com/video/BV1GHGh6kERZ?p=40
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,41,幽灵种子肚皮融入暗影爽猎,22.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=41
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,42,1层4精英海螺机20061111算命,42.4,https://www.bilibili.com/video/BV1GHGh6kERZ?p=42
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,43,29卡特斯拉防哈机,43.2,https://www.bilibili.com/video/BV1GHGh6kERZ?p=43
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,44,禁忌魔典但43卡巫妖,48.8,https://www.bilibili.com/video/BV1GHGh6kERZ?p=44
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,45,漆黑打碎爽机20060304算命,36.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=45
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,46,逆天打火机爽猎20050329算命,23.1,https://www.bilibili.com/video/BV1GHGh6kERZ?p=46
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,47,火堆不能敲牌睡觉爽储君20070617算命,39.7,https://www.bilibili.com/video/BV1GHGh6kERZ?p=47
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,48,控制小狗抓牌巫妖,62.4,https://www.bilibili.com/video/BV1GHGh6kERZ?p=48
2026-05-23,BV1GHGh6kERZ,杀戮尖塔2—1.06版本更新 白夕5.7月录播合集,49,大扭蛋开40卡均卡解毒种猎,40.5,https://www.bilibili.com/video/BV1GHGh6kERZ?p=49
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,1,5.21 31卡不消耗灵体猎39,42.4,https://www.bilibili.com/video/BV1EuGh6DEKT?p=1
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,2,30卡三骑士但有内鬼猎40,65.1,https://www.bilibili.com/video/BV1EuGh6DEKT?p=2
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,3,30卡飞鞋大炮爽杀猎41,32.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=3
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,4,30卡至亮之焰宝石猎42,30.4,https://www.bilibili.com/video/BV1EuGh6DEKT?p=4
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,5,35卡一层白星狩猎猎43,39.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=5
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,6,25卡蛇行跳瓶猎44,36.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=6
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,7,19卡华丽就该大豹豹猎45,29.7,https://www.bilibili.com/video/BV1EuGh6DEKT?p=7
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,8,28卡拔剑华丽猎46,30.1,https://www.bilibili.com/video/BV1EuGh6DEKT?p=8
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,9,24卡幽灵种子攻哈爽猎47,22.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=9
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,10,32卡融入暗影肚皮猎48,44.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=10
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,11,28卡没过牌腐蚀波教学局49,45.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=11
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,12,28卡大奖猎50,34.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=12
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,13,25卡腐蚀波孤注一掷猎51,32.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=13
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,14,5.22 1.06版本更新 34卡打火机连续反弹毒贼52,49.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=14
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,15,37卡大扭蛋至亮之焰猎53,39.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=15
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,16,27卡华丽毒贼54,40.7,https://www.bilibili.com/video/BV1EuGh6DEKT?p=16
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,17,5.23 34卡羽翼护符哈刚开局猎55,61.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=17
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,18,35卡帐篷但过牌稀碎猎56,52.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=18
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,19,26卡蛇行跳瓶至亮之焰猎57,36.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=19
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,20,罕见18牌华丽猎58,25.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=20
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,21,39卡双持夜魇猎59,63.6,https://www.bilibili.com/video/BV1EuGh6DEKT?p=21
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,22,31卡重放精密瞄准猎60,43.1,https://www.bilibili.com/video/BV1EuGh6DEKT?p=22
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,23,57卡复制卡组缺过牌猎61,110.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=23
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,24,25卡一层飞溅猎62,37.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=24
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,25,20卡狂删飞溅猎63,27.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=25
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,26,5.24 30卡营养汤猎64,54.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=26
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,27,24卡飞溅腐蚀波猎65,43.6,https://www.bilibili.com/video/BV1EuGh6DEKT?p=27
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,28,32卡开局薪火串刺猎66,42.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=28
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,29,47卡开局狂怒猎67,52.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=29
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,30,22卡潘多拉奇巧猎68,32.4,https://www.bilibili.com/video/BV1EuGh6DEKT?p=30
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,31,39卡注能蛇咬猎69,55.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=31
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,32,30卡双注能夜魇基米猎70,49.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=32
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,33,32卡一层海螺4精英猎71,36.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=33
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,34,43卡武装惊逃开局猎72,53.7,https://www.bilibili.com/video/BV1EuGh6DEKT?p=34
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,35,5.25 31卡毒蛋开猎73,32.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=35
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,36,35卡帐篷狩猎74,43.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=36
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,37,33卡熔岩石开猎75,44.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=37
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,38,31卡勒紧开苦无猎76,36.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=38
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,39,29卡冰激凌但一层没防猎77,69.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=39
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,40,34卡华彩蛇咬华丽猎78,55.4,https://www.bilibili.com/video/BV1EuGh6DEKT?p=40
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,41,41卡熔岩石开金字塔猎79,44.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=41
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,42,32卡冲锋唤起开猎80,45.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=42
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,43,24卡飞溅华丽打沙漏猎81,43.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=43
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,44,30卡华彩刀舞纯刀猎82,36.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=44
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,45,5.26 43卡羽翼护符二层幽魂猎83,56.0,https://www.bilibili.com/video/BV1EuGh6DEKT?p=45
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,46,35卡大扭蛋苦无猎84,35.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=46
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,47,34卡触媒毒猎85,39.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=47
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,48,35卡一层精准跟踪猎86,27.6,https://www.bilibili.com/video/BV1EuGh6DEKT?p=48
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,49,33卡群蛇输出猎87,41.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=49
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,50,31卡重放先制打击拔剑猎88,41.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=50
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,51,36卡跳过至亮之焰秒一切猎89,33.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=51
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,52,40卡一层4精英拔剑猎90,43.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=52
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,53,29卡飞溅单核猎91,53.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=53
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,54,35卡神志不清音乐盒华丽猎92,62.1,https://www.bilibili.com/video/BV1EuGh6DEKT?p=54
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,55,5.27 47卡大扭蛋开乌龟猎93,53.8,https://www.bilibili.com/video/BV1EuGh6DEKT?p=55
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,56,31卡无灵动计妥猎94,45.9,https://www.bilibili.com/video/BV1EuGh6DEKT?p=56
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,57,35卡大扭蛋开腐蚀波猎95,56.3,https://www.bilibili.com/video/BV1EuGh6DEKT?p=57
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,58,33卡飞鞋开群蛇猎96,41.5,https://www.bilibili.com/video/BV1EuGh6DEKT?p=58
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,59,36卡华彩幻影之刃猎97,39.2,https://www.bilibili.com/video/BV1EuGh6DEKT?p=59
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,60,35卡一层腰带扣乌龟猎98,40.6,https://www.bilibili.com/video/BV1EuGh6DEKT?p=60
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,61,31卡毒蛋开 4后空翻3灵动猎99,29.1,https://www.bilibili.com/video/BV1EuGh6DEKT?p=61
2026-05-23,BV1EuGh6DEKT,杀戮尖塔2—EA测试版猎手百连合集（暂时完结）,62,28卡墨之刃开精准终结技爽猎100,44.7,https://www.bilibili.com/video/BV1EuGh6DEKT?p=62
2026-05-22,BV1zwLi6rE3h,杀戮尖塔2—测试版第七更！严肃针对乌龟打法！观者式更新！上版平静，这周该暴怒了！,1,呃呃(1),4.8,https://www.bilibili.com/video/BV1zwLi6rE3h?p=1
