datetime,kind,title,text,url
2025-10-26 13:42,POST,,肝到凌晨一点[委屈]！噶人们我帮豹白赢奖金回来了！[doge_金箍]3500元奖金将全部在近日晚上的直播中，给大家分成35元红包送出！ 再次感谢@蛋炒饭-轮盘英雄开发 游戏官方！ 真的超大气！ 本来成绩结算应该是晚上24点，后来额外增设了这个专门的BUG奖！ 目前轮盘英雄在steam售价32.4元 也很推荐喜欢肉鸽大家尝试一下！[大笑],https://t.bilibili.com/1127939685640830978
2025-10-26 10:20,VIDEO,轮盘英雄—比赛本来想7万分摆烂但作者到我直播间督战这一块，到了半夜就拿出真本事！,,https://t.bilibili.com/1127887746604466227
2025-10-23 10:05,VIDEO,卡厄思梦境—画风超精致的美少女版杀戮尖塔！竟然还把黑暗地牢压力条做成福利系统了？,,https://t.bilibili.com/1126770556894445569
2025-10-21 12:00,VIDEO,杀戮尖塔—2025白夕Seal10.5月录播合集,,https://t.bilibili.com/1126057974575398997
2025-10-18 17:05,VIDEO,杀戮尖塔—干手冻蛋机器人！但一步一个诅咒！年度仙术局！这也能赢？,,https://t.bilibili.com/1125023467278696467
2025-10-16 08:17,VIDEO,轮盘英雄—肉鸽佳作试玩！故障机器人玩幸运房东？？,,https://t.bilibili.com/1124145288174370818
2025-10-14 12:00,VIDEO,杀戮尖塔—酷炫领域展开mod！鸡煲虽然没强度！但是有特效啊！,,https://t.bilibili.com/1123460459941331016
2025-10-10 18:30,VIDEO,杀戮尖塔—塔2跳票明年！锐评放出的新卡！作者最喜欢的卡竟是阿尔法不如？,,https://t.bilibili.com/1122076535604379680
2025-10-09 16:58,VIDEO,【杀戮尖塔】肉鸽杯决赛表演赛：解说vs冠军！,,https://t.bilibili.com/1121681939746521093
2025-10-09 14:53,VIDEO,杀戮尖塔—a20观者速通偶遇精确对轴！出现两个321概率很低！但不为0！,,https://t.bilibili.com/1121649740377751558
2025-10-06 19:04,VIDEO,杀戮尖塔—盘点观者重做史！机制左右脑互搏最终数值代替思考的职业！（下）,,https://t.bilibili.com/1120601029616861193
2025-10-04 19:25,VIDEO,杀戮尖塔—盘点观者重做史！机制左右脑互搏最终数值代替思考的职业！（上）,,https://t.bilibili.com/1119864335357706249
2025-10-03 13:58,VIDEO,杀戮尖塔—2025白夕Seal10月录播合集,,https://t.bilibili.com/1119408961424982017
2025-09-28 18:00,VIDEO,【杀戮尖塔】rogue杯进阶二十竞速赛,,https://t.bilibili.com/1117615877013897334
2025-09-27 00:32,FORWARD,,//@白夕Seal:又有新比赛啦 [大笑][大笑]大家可以关注一下！[星星眼]今天比赛哦,https://t.bilibili.com/1116974681397657641
2025-09-25 19:06,VIDEO,杀戮尖塔—盘点战士加强史！唯一被制作组机制杀的职业！,,https://t.bilibili.com/1116519749823496199
2025-09-23 18:55,VIDEO,杀戮尖塔—盘点猎手加强史！尖塔史上加强最大的职业？从路边半条到绿色观者！,,https://t.bilibili.com/1115774624526762072
2025-09-20 18:55,VIDEO,杀戮尖塔—盘点机器人被削弱的神卡！鸡煲也曾不是搞笑职业！全盛形态的鸡煲到底长啥样?,,https://t.bilibili.com/1114661519368388643
2025-09-18 11:48,VIDEO,杀戮尖塔—2025白夕Seal9.5月录播合集,,https://t.bilibili.com/1113809110079373336
2025-09-17 16:23,VIDEO,寻找伪人—我真的分不清啊啊啊啊啊！白夕实况合集,,https://t.bilibili.com/1113508956273115140
2025-09-17 12:00,VIDEO,杀戮尖塔—多次豹毙后的桌游进阶9体验！开一键扫荡了！,,https://t.bilibili.com/1113441121606828144
2025-09-16 07:49,VIDEO,丝之歌—以防你不知道钉刺机也能打断死亡收割...,,https://t.bilibili.com/1113005319865237525
2025-09-14 12:22,VIDEO,杀戮尖塔—如果人类没有发明空调...静默猎手会？,,https://t.bilibili.com/1112333556855603216
2025-09-14 08:48,VIDEO,尖塔桌游—机器人＞＞观者！我怎么会做这样的梦！,,https://t.bilibili.com/1112278388027949058
2025-09-13 09:50,FORWARD,,又有新比赛啦 [大笑][大笑]大家可以关注一下！[星星眼],https://t.bilibili.com/1111923228608036871
2025-09-12 10:11,VIDEO,"杀戮尖塔—像空调这样的奢侈品摧毁了12abcd。因为有空调,所以他们拿起遥控器,他们无法听到豹毙的到来",,https://t.bilibili.com/1111557786980843537
2025-09-10 19:30,VIDEO,爱音也能看懂的尖塔调牌序教学,,https://t.bilibili.com/1110959498036510745
2025-09-10 11:43,VIDEO,尖塔救援—6.xbx：绝望牢头，过了就当豹白苞米！豹豹：豹白＞丝之歌！,,https://t.bilibili.com/1110839131614740487
2025-09-05 15:32,VIDEO,丝之歌—前世五门高手，重活一世竟拿到菜农剧本？实况合集（完结）,,https://t.bilibili.com/1109042894671446016
2025-09-04 17:00,VIDEO,尖塔救援—5.xbx：爆发强大，但太不持久了！豹豹：药物治疗！,,https://t.bilibili.com/1108694323750240279
2025-09-02 14:47,VIDEO,尖塔救援—4.xbx：我打的全错！豹豹：你打的全对！但是对金字塔爹不孝＜一切！,,https://t.bilibili.com/1107917943977541635
2025-08-31 17:00,VIDEO,尖塔救援—3.xbx：卡组太小卡我华丽了！豹豹：数学这一块害得加强！,,https://t.bilibili.com/1107209983004508162
2025-08-29 12:46,VIDEO,杀戮尖塔—2025白夕Seal9月录播合集,,https://t.bilibili.com/1106402464743030823
2025-08-29 12:36,VIDEO,尖塔救援—2.xbx：牢头好蓝玩！心脏好蓝玩！豹豹：区区绝境，看看豹如何轻松化解！,,https://t.bilibili.com/1106399870603755543
2025-08-28 17:00,VIDEO,尖塔救援—1.xbx：萌新矛盾血入！心脏sl一小时！ 豹豹：机器人也能如此转转吗？,,https://t.bilibili.com/1106096727489773588
2025-08-26 15:31,POST,,新活！救存档！[doge_金箍] 碰巧前几天有xbx苞大米点播主播用同一套牌能不能复仇老头，遂发现还有这种活哦。 正好最近缺点视频素材，如果有xbx遇到卡关的种子，比如怎么sl都过不去，但感觉有希望的，可以在尖塔文件中找到saves文件夹，把那一局的存档文件发送至豹豹的邮箱2848708732@qq.com [大笑] 我们杀戮尖塔也要有自己的解残局！另外如果成功入选上视频还有红豹奖励哦！,https://t.bilibili.com/1105331630647541781
2025-08-26 15:30,VIDEO,七日世界禁区—下次打游戏最好不要让主播开车...,,https://t.bilibili.com/1105331312819961880
2025-08-26 13:55,VIDEO,杀戮尖塔—中国語は不安です,,https://t.bilibili.com/1105306835799244851
2025-08-23 10:00,VIDEO,杀戮尖塔—机器人圆梦300连！机黑说话！,,https://t.bilibili.com/1104133064187969590
2025-08-22 12:00,VIDEO,蠕行的恐惧：克苏鲁选—只会侦探突突枪！肘击古神的来了！,,https://t.bilibili.com/1103792949979774976
2025-08-21 21:02,VIDEO,杀戮尖塔—典中典之最能骗弹幕的问题！详解冰寒裂变电双敲不敲！,,https://t.bilibili.com/1103561562908524568
2025-08-20 15:12,VIDEO,蠕行的恐惧：克苏鲁选集—多段突突战士＞蠕动匍匐观者是对的！,,https://t.bilibili.com/1103100270564343815
2025-08-19 20:04,VIDEO,杀戮尖塔—萌新必修！详解一层路线选择！精英和火堆谁更重要？,,https://t.bilibili.com/1102804407432511507
2025-08-18 20:55,VIDEO,杀戮尖塔—开局选项怎么选？普通遗物和一组无色蓝谁更好？,,https://t.bilibili.com/1102446417635442692
2025-08-17 18:00,VIDEO,杀戮尖塔—中华兄贵又一力作！买内切来删的概率很低！但绝不是零！,,https://t.bilibili.com/1102030291130646595
2025-08-17 15:31,VIDEO,蠕行的恐惧：克苏鲁选集—新dlc！每个肉鸽游戏的必经之路！切姿态加伤！观者行为！,,https://t.bilibili.com/1101992044418564104
2025-08-15 02:46,VIDEO,杀戮尖塔—故障机器人冲刺300连胜合集！hui赢的！,,https://t.bilibili.com/1101052713604481024
2025-08-14 12:00,VIDEO,七日世界禁区—开疆拓土学不会，那就爱会白子吧~,,https://t.bilibili.com/1100824229963628547
2025-08-13 18:58,FORWARD,,[doge_金箍]桌游尖塔奇兵豪华版已经上架了，这已经是断货的第二次重印了，豪华版超大盒自带收纳牌垫金属币，有尖塔情怀的家人们可以考虑入手收藏一份，现在活动到手只要848,https://t.bilibili.com/1100560948478869521
2025-08-12 14:30,VIDEO,杀戮尖塔—2025以来最毒机！这冰冷的世界，唯有123还有一丝温度！,,https://t.bilibili.com/1100120765815062531
2025-08-08 18:55,VIDEO,杀戮尖塔—12000小时萌新，但第一次玩尖塔！尖塔桌游开箱介绍！,,https://t.bilibili.com/1098704732277440528
2025-08-03 12:23,VIDEO,七日世界-禁区：自闭内敛社恐豹玩生存大逃杀！豹黑太多了！,,https://t.bilibili.com/1096748318846877698
2025-08-03 12:00,VIDEO,杀戮尖塔—2025白夕Seal8月录播合集,,https://t.bilibili.com/1096742288725377027
2025-08-01 19:23,VIDEO,杀戮尖塔—香炉怎么卡？蛇眼怎么用？再也不要怕一手3费！,,https://t.bilibili.com/1096114463317164040
2025-07-26 12:30,VIDEO,杀戮尖塔—机器人给观者送礼物了！什么？？礼物是5层Ai？?,,https://t.bilibili.com/1093781286723518503
2025-07-25 12:00,VIDEO,杀戮尖塔—算算命，算算豹命！,,https://t.bilibili.com/1093402479186411574
2025-07-25 08:54,POST,,好像有不少人想要小图，那就再放一遍[给心心],https://t.bilibili.com/1093354779299545090
2025-07-24 21:42,VIDEO,杀戮尖塔—机器人观者商店遗物购买率统计！会员卡已经不是第一遗物了？,,https://t.bilibili.com/1093181516054265881
2025-07-23 17:36,VIDEO,杀戮尖塔—战士商店遗物购买率统计！平均181局买一次树枝？？？,,https://t.bilibili.com/1092746908297855016
2025-07-18 11:32,VIDEO,杀戮尖塔—2025白夕Seal7.5月录播合集,,https://t.bilibili.com/1090797761906868281
2025-07-14 15:30,VIDEO,杀戮尖塔—结茧羽化谁更强？乱战其实是垃圾？无色卡池解析！,,https://t.bilibili.com/1089374650285162520
2025-07-10 00:51,FORWARD,,完成度好高的基米乳机视频[大笑],https://t.bilibili.com/1087663818772840465
2025-07-08 12:31,VIDEO,杀戮尖塔—粉丝：鏖战心脏数小时，艰难战胜！豹豹：二层敲4张打防防复制啊噶人们！,,https://t.bilibili.com/1087102238947540995
2025-07-06 12:00,VIDEO,杀戮尖塔—200连胜机器人也玩重编程？8血出矛盾！1血反杀心脏！噶人们我好孩怕！,,https://t.bilibili.com/1086351933925490740
2025-07-04 13:39,VIDEO,杀戮尖塔—晚尖食堂：4.有故障的机器人是输不了的游戏！,,https://t.bilibili.com/1085635254164652052
2025-07-03 17:27,VIDEO,杀戮尖塔—如何双持养仪式匕首？加速模式竟然会减速游戏！塔2发布在即，但冷知识特别篇！,,https://t.bilibili.com/1085323104560873493
2025-07-02 18:19,POST,,小狗狗这辈子直了[笑哭] 拍了片子说什么大事 先观察,https://t.bilibili.com/1084965286565642243
2025-07-01 12:00,VIDEO,杀戮尖塔—2025白夕Seal7月录播合集,,https://t.bilibili.com/1084496435026591744
2025-06-30 13:26,VIDEO,杀戮尖塔—5000小时一见！你见过124x15的心脏吗？并非整活！实乃机器人反抗命运不公的不屈精神！,,https://t.bilibili.com/1084147739489468449
2025-06-30 11:26,FORWARD,,典中典之冠军办比赛来咯[doge_金箍],https://t.bilibili.com/1084116596683702305
2025-06-29 13:29,VIDEO,杀戮尖塔—复制一张防御被人唠一辈子！问号全是复制神龛怎么不开心呢？阴穿间烂，会赢吗？,,https://t.bilibili.com/1083777255615758337
2025-06-27 14:52,VIDEO,杀戮尖塔—采访制作组！塔2情报披露总结！,,https://t.bilibili.com/1083056551559692288
2025-06-26 11:32,FORWARD,,可爱捏[大笑][大笑][给心心][给心心],https://t.bilibili.com/1082633986873753652
2025-06-25 20:42,VIDEO,杀戮尖塔—万小时玩家纯净数据统计！谁才是干精英高手？每层你会走多少火堆？问号？,,https://t.bilibili.com/1082404472409292849
2025-06-25 20:00,VIDEO,第六届猫粮杯冠军表演赛（中英双语）,,https://t.bilibili.com/1082393653386674275
2025-06-23 11:00,VIDEO,【杀戮尖塔猫粮杯6】决赛,,https://t.bilibili.com/1081512420614078465
2025-06-21 13:50,FORWARD,,昨天最后一个bo5真的精彩[doge_金箍]不能错过,https://t.bilibili.com/1080814028850200616
2025-06-20 00:18,FORWARD,,有想问制作组的话可以看看评论区问卷[doge_金箍],https://t.bilibili.com/1080233598401904646
2025-06-18 18:00,VIDEO,杀戮尖塔—有个女性职业完全没过牌，但一张牌6段伤害秒满血老头，你知道是谁~,,https://t.bilibili.com/1079765176386846835
2025-06-17 21:18,VIDEO,杀戮尖塔—诅咒钥匙退居二线？风筝没你想的那么简单？600局猎手连胜纯净数据分析！,,https://t.bilibili.com/1079445149769007138
2025-06-16 10:24,FORWARD,,[doge_金箍]之前因为流程没走被限了 捞一下,https://t.bilibili.com/1078905555843547137
2025-06-15 20:12,VIDEO,杀戮尖塔—鸡煲竟是优质遗物率更高的红利职业？600局鸡煲连胜纯净数据分析！,,https://t.bilibili.com/1078686100158939145
2025-06-14 20:10,VIDEO,杀戮尖塔—铃铛也能得MVP！潘多拉只是躺赢狗？800局战士连胜纯净数据分析！摸底一层Boss遗物！,,https://t.bilibili.com/1078314344985395223
2025-06-10 18:02,VIDEO,凛冬前线—2025卡牌肉鸽新秀试玩！我在末世爽当城主！,,https://t.bilibili.com/1076797134900035591
2025-06-08 12:01,VIDEO,杀戮尖塔—危险生物见闻录之：2.三奴隶贩子~,,https://t.bilibili.com/1075961952757350418
2025-06-07 10:00,VIDEO,杀戮尖塔—2025猫粮杯比赛二台录播合集,,https://t.bilibili.com/1075559501408501830
2025-06-06 19:10,VIDEO,杀戮尖塔—探秘xbx真的菜吗？那真还挺菜的！,,https://t.bilibili.com/1075330356352122884
2025-06-06 00:07,FORWARD,,今天开始猫粮杯哦[doge_金箍],https://t.bilibili.com/1075035730190794752
2025-06-04 12:00,VIDEO,杀戮尖塔—2025白夕Seal6月录播合集,,https://t.bilibili.com/1074477130996252809
2025-06-01 18:00,VIDEO,杀戮尖塔—算命偶遇顶级霉比命格！拼尽全力将他拯救！,,https://t.bilibili.com/1073456758472573040
2025-05-31 19:27,VIDEO,杀戮尖塔—尖塔2今年要出了还有新发现？2025尖塔冷知识特别篇！,,https://t.bilibili.com/1073108015721218052
2025-05-29 12:00,VIDEO,杀戮尖塔—再战罕见豹毙剧毒种！步步烂完艰难依然坚持！,,https://t.bilibili.com/1072250624247070789
2025-05-28 19:00,VIDEO,杀戮尖塔—念对名字要扣血？简单的点播要求，极致的节目效果！弹幕全是陷阱我好孩怕！,,https://t.bilibili.com/1071987806620876803
2025-05-28 15:46,VIDEO,杀戮尖塔—2025白夕Seal5.84月录播合集,,https://t.bilibili.com/1071937821821894661
2025-05-26 11:18,VIDEO,【杀戮尖塔】第六届杀戮尖塔猫粮杯PV,,https://t.bilibili.com/1071126575471132676
2025-05-25 00:29,FORWARD,,猫粮杯又要来咯[大笑]5.31也是五月下旬全错,https://t.bilibili.com/1070588330177986596
2025-05-23 18:00,VIDEO,杀戮尖塔—如果不消耗的牌都消耗，消耗的牌都不消耗？每一把都感觉有什么神附体了！,,https://t.bilibili.com/1070116957532979216
2025-05-22 15:00,VIDEO,怪物火车2—啊肉鸽养爹一直爽！爽玩火车2更期待尖塔2了对吗孩子？,,https://t.bilibili.com/1069699405083312182
2025-05-22 11:17,FORWARD,,[doge_金箍]画的怪怪的，卡图上写的什么？ 总之谢谢生日贺图,https://t.bilibili.com/1069641959934525464
2025-05-21 18:50,VIDEO,杀戮尖塔—1万小时和萌新时期理解变化最大的卡有哪些？这次是真的思路清奇！,,https://t.bilibili.com/1069387590457622532
2025-05-21 18:00,VIDEO,杀戮尖塔—198连胜到200连胜需要打几局？感动尖塔卓越人物：故障机器人！,,https://t.bilibili.com/1069374787194716244
2025-05-16 18:00,VIDEO,杀戮尖塔—修炼万小时已经不需要视力了！隐藏信息mod证明食力！,,https://t.bilibili.com/1067519369903341573
2025-05-11 08:26,FORWARD,,[doge]平时主播常用的工具mod推荐，和言力华哥一起做的[星星眼]萌新可以看看汪！,https://t.bilibili.com/1065516128423378944
2025-05-10 07:34,POST,窝瓜杯忘选诅咒处理方式的说明,昨晚第一个bo5中，最后一局花华对战混色，花华选手忘记选塞诅咒，最后被判罚时45秒和换种重赛的说明 1.以往比赛中，包括猫粮杯斯豹尔杯，出现选错进阶和ban牌情况的处理方案一贯都是换种重赛，保证先开局的选手不会有少量背板优势（省出牌思考和路线思考） 毕竟类似比赛从未强制要求选手在同时开局 2.触发“忘记选诅咒”这种情况是不可能以本局双方开局选项谁赌到了谁没赌到来考虑的。罚时针对情况而不是本次对局。罚时是处罚这一类违规操作，而不是补偿“炼药对乾坤”。并且选手比赛中原则上无法听到解说台信息，不知道对方开局选项情况，只会一起在kook选手频道中闭麦随时听取通知。 3.塞诅咒按钮的出现确实带来了一些没有预见到的问题，目前已出现的包括未明确规定 “先诅咒还是先看开局” 开局选项出删牌和御守 “先通知诅咒还是先选职业” 败方选诅咒抗性较高的职业 “诅咒忘选如何处理” 但是过往比赛也有这种情况，如猫粮杯和豹杯最开始也没有明确规定离开屏幕多久时间明确判负，在情况出现后才考虑增补规则。 只能说尖塔圈内大家彼此比较熟，对这方面敏感度确实不高，确实应该吸取教训，也希望大家理解。 最后录播已传，具体情况可以看录播了解 另外注意今晚比赛时间修改为下午五点，三局bo5，比昨天早两小时,https://t.bilibili.com/1065131458298904585
2025-05-06 12:40,POST,,去老家拍了生日会要送的樱桃[doge_金箍] 以及今天年假，鸽惹，明天生日快乐！ 还有活动动态可能有点歧义[笑哭]樱桃活动一个账号只能参与一次，目前包含运费每发一箱亏一箱。 内蒙甘肃宁夏青海海南礼物只能换小海豹玩偶，樱桃储存期极短，很容易坏。广西贵州重庆云南黑龙江四川需要补10元运费，其余省份包邮且坏包换。,https://t.bilibili.com/1063725960285650964
2025-05-05 10:57,VIDEO,杀戮尖塔—2025白夕Seal5月录播合集,,https://t.bilibili.com/1063328370884870167
2025-05-04 23:46,POST,5.7号豹豹生日会！,开播四年啦！今年给大家吃樱桃！[星星眼] 记得来看哦！,https://t.bilibili.com/1063155580070264854
2025-05-04 17:56,VIDEO,杀戮尖塔—萌新常见局内操作易错题扫盲！,,https://t.bilibili.com/1063065411512172549
2025-04-29 18:00,VIDEO,杀戮尖塔—在尖塔当忍者！待我磨刀杀他去一刀一刀燃烧刀一直切黑字斩！,,https://t.bilibili.com/1061210917613600776
2025-04-27 12:00,VIDEO,【杀戮尖塔】窝瓜杯竞速赛合集,,https://t.bilibili.com/1060375933064577028
2025-04-26 15:00,VIDEO,杀戮尖塔—2025窝瓜杯比赛合集白夕视角,,https://t.bilibili.com/1060051194842447910
2025-04-19 18:00,VIDEO,杀戮尖塔—无敌者mod合集 最有节目效果的一集！,,https://t.bilibili.com/1057500031534235652
2025-04-15 14:01,POST,,又有新比赛了[doge_金箍]据不可靠消息猫粮杯大概也在五月，爽看一个月 噶人们关注关注鸭,https://t.bilibili.com/1055954075261075463
2025-04-15 13:00,VIDEO,杀戮尖塔—神人mod之无敌者：胜利目标是让白夕Seal豹毙！,,https://t.bilibili.com/1055938329912016931
2025-04-15 12:00,VIDEO,杀戮尖塔—极其罕见会员卡转经轮毒种！缺费战士教学局！,,https://t.bilibili.com/1055922876609200148
2025-04-14 18:00,VIDEO,孤星猎人—换个肉鸽继续删牌打无限小循环！,,https://t.bilibili.com/1055644601364250632
2025-04-14 12:00,VIDEO,杀戮尖塔—有一个职业二层两步丝血，靠鸟面防哈苟命，你知道是谁...,,https://t.bilibili.com/1055551830090579974
2025-04-13 18:00,VIDEO,杀戮尖塔—从小萌新到万小时牢白夕理解成长在哪？局内思路篇！,,https://t.bilibili.com/1055273550578974792
2025-04-10 12:00,VIDEO,杀戮尖塔—完美打击战但3费还9牌潘多拉！28卡就3张格挡！哈基战这也能赢？？,,https://t.bilibili.com/1054067450699579412
2025-04-10 11:30,VIDEO,杀戮尖塔—2025白夕Seal4.333月录播合集,,https://t.bilibili.com/1054059715464527893
2025-04-08 18:00,VIDEO,孤星猎人—典中典之猪脑过载不顾一切尽孝白瞎农局但架不住豹运加身一拳超机（飞船也是机）,,https://t.bilibili.com/1053418219176460308
2025-04-06 23:34,FORWARD,,有点可爱了！,https://t.bilibili.com/1052762089918038048
2025-04-03 18:00,VIDEO,孤星猎人—没有卡牌的卡牌肉鸽？操作感拉满了！我真的拉满了！,,https://t.bilibili.com/1051562823394525206
2025-03-30 18:00,VIDEO,杀戮尖塔—我说4级真的简单你二龙吗？神人mod之英语46级,,https://t.bilibili.com/1050078392490131510
2025-03-30 14:41,VIDEO,杀戮尖塔—尖塔圈反复传来喜讯！菜豹来辣mod合集！,,https://t.bilibili.com/1050027020372672532
2025-03-24 12:00,VIDEO,杀戮尖塔—2025白夕Seal3.74月录播合集,,https://t.bilibili.com/1047759011370237989
2025-03-20 12:05,VIDEO,杀戮尖塔—有个职业差点豹毙，还半个卡组都是能力，还能凭空印出能力，你知道是谁~,,https://t.bilibili.com/1046275941935874068
2025-03-19 18:00,VIDEO,杀戮尖塔—开局10交锋+狗X发牌！最后碎三心！这还是人类吗？？？,,https://t.bilibili.com/1045996442691305479
2025-03-18 18:00,VIDEO,杀戮尖塔—粉丝：小伙伴和我都豹毙了！豹豹：是谁拥有沮爹的过牌量和沙摩柯的过牌质量？,,https://t.bilibili.com/1045625361820287065
2025-03-17 12:15,VIDEO,杀戮尖塔—粉丝：打不过！豹豹：抛开三费没过牌不论，删2爽种！,,https://t.bilibili.com/1045165259150589968
2025-03-12 12:20,VIDEO,杀戮尖塔—连胜毒蛋爽种给红面具尽孝！每5000小时的罕见事件！,,https://t.bilibili.com/1043311126025076739
2025-03-12 08:48,POST,,昨天晚上溜豹豹拍的，养了一只蘑菇力[大笑],https://t.bilibili.com/1043256661582544903
2025-03-08 18:00,VIDEO,杀戮尖塔—豹黑：观者删2爽种！ 豹豹：一共只删3全对对对！,,https://t.bilibili.com/1041914608815702023
2025-03-07 18:00,VIDEO,你和豹豹差别在哪？万小时观者抓牌分析！自带半个金冠的弱势职业！,,https://t.bilibili.com/1041543527934197762
2025-03-02 00:02,VIDEO,杀戮尖塔—2025白夕Seal3月录播合集,,https://t.bilibili.com/1039410110343938065
2025-02-26 15:01,VIDEO,杀戮尖塔—尖塔最废超能力之：吸血！但下回合全吐了！多吐少也不补！,,https://t.bilibili.com/1038157620531167257
2025-02-25 18:30,VIDEO,杀戮尖塔—司辰mod试玩！又玉又有输输！,,https://t.bilibili.com/1037840209589305361
2025-02-25 16:17,VIDEO,杀戮尖塔—输错种子结果若出剧毒种？矛盾血入40血幽魂药！豹豹：胜利会带回山东的！,,https://t.bilibili.com/1037806034534531078
2025-02-25 12:00,VIDEO,杀戮尖塔—尖塔圈传来噩耗，红裤衩因撕裂类固醇使用过渡，几近飞升类固醇星球！,,https://t.bilibili.com/1037739711645351989
2025-02-17 18:23,VIDEO,你和豹豹差别在哪？万小时猎手抓牌分析！特色的防御和运转篇！,,https://t.bilibili.com/1034869835973001240
2025-02-12 18:00,VIDEO,你和豹豹差别在哪？万小时猎手抓牌分析！两极分化的猎手攻击牌！,,https://t.bilibili.com/1033008379957608449
2025-02-10 12:23,VIDEO,杀戮尖塔—种子号也有塔学？死灵种子揭秘！这是人类能写出来代码？,,https://t.bilibili.com/1032179391136792616
2025-02-10 11:19,VIDEO,杀戮尖塔—第五届每周日豹杯！赛事不大，创造神话！,,https://t.bilibili.com/1032162962912051219
2025-02-07 12:43,POST,第五届《每周日豹杯》本周日开始！,撒西不理，第五届《每周日豹杯》久违的回归了！[doge_金箍] 时间为2.9晚上6点！[打call] 紧跟时事，本期日豹杯延续部分兔杯的规则，同样优先欢迎兔杯选手报名，如果选手觉得当初赛程较短没有打出真实水平，可以来日豹杯证明食力！[打call] 目前规则简单如下： 1.赛制：进阶20，1对1，nosl竞速，开局选项禁止换4。 种子失败可以重开，但限总用时限次。战士为1小时+5个种子， 猎手机器人为1.5小时+10个种子， 观者为40分钟+2个种子 对局开始时的职业由双方商议决定，如果无法达成统一则各ban一个职业，并在剩余两职业中随机抽取决定[doge] 成绩由第一次碎心的时间+若种次数x100s结算。若两人均未碎心则比较层数，层数一致则比较来到此层数的时间。如果一名选手完赛而另一名选手确定无胜利机会，可能会提前通知进行下一组比赛 2.选手：参赛选手数为8人，其中6个名额需要自行私信报名参加，优先兔杯正赛选手，如果周日人不齐可以自由报名。2个为兔杯冠军赛的另两位选手@花华c @_王佐文若 3.赛程：通过8进4和4进2六场bo1比赛后，剩余两位选手与哈基豹直接对撅[大笑] 4.奖金：其中四进二两名胜者奖金88元，其余六名选手每人30元。如果最终成功战胜哈基豹，则可夺取166元红豹。从豹豹小零食里扣！ 我们拭目以待哈基豹能否捍卫豹豹的小零食！[妙啊] 5.嘉宾：神秘重量级嘉宾在吃烤串品位生活 ！[阴险],https://t.bilibili.com/1031071268109025280
2025-02-06 12:00,VIDEO,杀戮尖塔—那我问你，壁垒buff在什么情况下是负面？壁垒爹是来结束机器人的！,,https://t.bilibili.com/1030689093301829648
2025-02-05 18:00,VIDEO,杀戮尖塔—2025年让随机数再次伟大！第一次讲清帧率随机数运作原理！,,https://t.bilibili.com/1030410878236753925
2025-02-03 13:08,VIDEO,杀戮尖塔—2025白夕Seal2月录播合集,,https://t.bilibili.com/1029593425697046528
2025-02-03 12:00,VIDEO,杀戮尖塔—变二答辩第二弹！最弱职业双伤口开局！会似的！,,https://t.bilibili.com/1029575919413493799
2025-02-03 10:59,FORWARD,,我说噶人们录播已传！重温鬼神境豹豹！1血极限机！两层垃圾猎！自摸印牌战！孩舅那个修罗牌浪正滚滚袭来！[doge][doge],https://t.bilibili.com/1029560101026922497
2025-02-03 00:55,VIDEO,杀戮尖塔—兔杯冠军赛！极限87分钟nosl碎3心！,,https://t.bilibili.com/1029404485780242435
2025-02-02 12:00,VIDEO,杀戮尖塔—nosl竞速？狗圈？华丽？22:50？这是怎么结合到一起的！,,https://t.bilibili.com/1029204847122972672
2025-02-01 13:52,FORWARD,,[doge_金箍]P2录播已更新 2.2明天下午六点决赛比三职业,https://t.bilibili.com/1028862727191265282
2025-01-30 16:02,VIDEO,杀戮尖塔—ro粮杯 兔杯录播合集！,,https://t.bilibili.com/1028154027535237121
2025-01-28 11:09,VIDEO,杀戮尖塔—寻找丢失的孩舅！0费自动燔祭孩舅那个塞爆！,,https://t.bilibili.com/1027336209954766935
2025-01-28 10:33,VIDEO,杀戮尖塔—什么是拍点点？哈基豹舍身询问古神，如今大脑褶皱已如玻璃般光滑！,,https://t.bilibili.com/1027326962859769860
2025-01-25 18:00,VIDEO,杀戮尖塔—2025年还有尖塔萌新？最近的萌新都在问啥？,,https://t.bilibili.com/1026329018618609664
2025-01-24 10:16,VIDEO,40斤食肉猛兽生擒猎物威胁逼迫两脚兽就范实录,,https://t.bilibili.com/1025838348663521351
2025-01-22 15:05,VIDEO,杀戮尖塔—2025白夕Seal1.64月录播合集,,https://t.bilibili.com/1025170661662785542
2025-01-19 08:51,POST,噶人们也是用上典故了,那我少的韭菜盒子谁给我补啊？[doge_金箍]（店家今天补了）,https://t.bilibili.com/1023961005559906305
2025-01-18 12:00,VIDEO,杀戮尖塔—每次战斗由弹幕打分！打得好奖励一张打击！,,https://t.bilibili.com/1023638651086569508
2025-01-16 11:24,VIDEO,杀戮尖塔—如果战士瓶装了整个初始卡组!会赢吗?,,https://t.bilibili.com/1022887023230320665
2025-01-14 11:08,VIDEO,杀戮尖塔—这次我们祸害谁？观者10渎神开！如何战胜？,,https://t.bilibili.com/1022140880030531592
2025-01-12 19:51,VIDEO,你和豹豹差别在哪？万小时鸡煲抓牌分析！第二期！什么牌能做到一次不抓？,,https://t.bilibili.com/1021533386991206416
